t,x,y,vx,vy,theta,ax,ay,omega,z,vz,meas_pos_x,meas_pos_y,meas_vel_x,meas_vel_y,meas_heading_x,meas_heading_y,accel3_x,accel3_y,accel3_z,gyro3_x,gyro3_y,gyro3_z,mag3_x,mag3_y,mag3_z,gps_x,gps_y,baro
0.7,-19.9981636432619,-0.271018260122136,0.0542036520244272,-3.99963272865237,3.15514398134964,0.799926545730474,0.0108407304048854,0.2,0,0,-21.8681210457451,0.805694704692832,0.165229768421427,-3.74637715073613,-0.997043619035145,0.0768376323249259,-1.89665533681618,-0.0236069234043963,-9.8949372129368,0.000673092012629684,0.000579503791284902,0.481109736808253,-0.430439726888217,-0.501022955314775,0.221777997890477,-18.5029445832801,-0.619560300550145,-0.189158262574675
0.75,-19.9991637693765,-0.182889380935634,0.0365778761871269,-3.9998327538753,3.15073725008679,0.799966550775059,0.00731557523742538,0.2,0,0,-20.0291775778792,-1.43902841023555,0.0612929943403556,-4.09887469898951,-0.997903600689327,0.0647178779880424,0.395011752626367,0.0556372628971634,-9.81103965993171,0.00413762819179723,0.00161999752676647,-0.0889549705744188,-1.12687736053637,-0.21825468250455,0.571056004299545,-18.5526240456661,-0.949558731191882,0.779163334262436
0.8,-19.9937356131662,-0.500535943575394,0.100107188715079,-3.99874712263323,3.16662206405496,0.799749424526647,0.0200214377430158,0.2,0,0,-20.542602258862,0.252720917744974,0.0123046842047622,-4.09478761993764,-0.997598611363084,0.0692604548530152,-1.24096958122934,0.0465489667865077,-9.68489884014395,-0.002657300999721,-0.00215376779309271,0.318870663029908,-1.21967563522288,-0.167691124417456,0.836194244001294,-21.1563078324817,0.93940943466517,1.58533990456082
0.85,-19.9794501224988,-0.906406532734479,0.181281306546896,-3.99589002449975,3.18692850872823,0.799178004899951,0.0362562613093792,0.2,0,0,-19.8557573113976,-1.6767649858135,0.119599213987697,-3.918447437673,-0.999055608105174,-0.0434498781770469,-1.62868948262916,-0.0530534529001045,-9.85640101258872,0.000145835412119209,0.000118017850858929,0.407757783989164,-0.90148290934025,0.326630346397485,-0.0132230797405432,-19.5793707071562,-0.356065693696064,-1.50992268083502
0.9,-19.9749599410034,-1.00048755879726,0.200097511759451,-3.99499198820069,3.19163791888002,0.798998397640137,0.0400195023518903,0.2,0,0,-21.2317022876979,-2.61873801371725,0.126003959517835,-3.87753593173496,-0.999944333414982,0.0105513066142632,-0.380986088868151,0.0533177124252368,-9.80971854829292,0.000653980207514241,-0.000857777970427173,0.0950928847458686,-0.967778109047973,0.788312992468385,0.630139720739918,-21.3040136205493,-0.665198631195262,0.517551174062513
0.95,-19.9663605881608,-1.15950198944965,0.23190039788993,-3.99327211763217,3.19960027908391,0.798654423526434,0.0463800795779861,0.2,0,0,-19.6547558176535,-2.23375632986179,0.705696988749693,-3.84547769667451,-0.987399296092509,-0.158248633725595,-0.657269803075182,0.0470422321957554,-9.93374029562841,0.00108537976435692,-0.00208630410131783,0.159145718777369,-0.236413456105997,-0.416521702098001,0.69230599950588,-19.5761187237919,1.35007137759664,1.55541469496756
1,-19.951516886783,-1.39175210307447,0.278350420614893,-3.9903033773566,3.21123654372037,0.798060675471321,0.0556700841229787,0.2,0,0,-21.5495402069242,-1.68715887270504,-0.0877304352671736,-4.33278900025022,-0.992990390479064,-0.118195111642724,-1.01736300516128,-0.168848743088607,-9.70317941540261,0.0024413805546232,-0.000309079677982304,0.232407693443661,-1.38834753584863,-0.275842388724548,0.298651708405408,-17.9371170479049,-2.05427832365712,1.6382459760764
1.05,-19.92304083712,-1.7528387839294,0.350567756785881,-3.98460816742401,3.22934718026933,0.796921633484802,0.0701135513571762,0.2,0,0,-19.7058260678512,-1.282802196085,0.341612234970133,-4.06124056025146,-0.995276384929855,-0.097082014817162,-1.42848932407828,0.0203133237022006,-9.76925878389869,-0.000403968400825228,1.13651357565541e-05,0.360780617196602,-1.03506737199036,-0.727706796243574,0.791471909096867,-23.2408971061263,0.598328816854952,-0.241237788189629
1.1,-19.9243874649462,-1.73746486200249,0.347492972400497,-3.98487749298925,3.22857554095311,0.79697549859785,0.0694985944800995,0.2,0,0,-19.747526766256,-2.86751698147427,0.451956544703725,-4.04722274210671,-0.99409209333449,-0.108539900358588,0.0602090884234633,0.0681593214976133,-9.77270251186818,-0.00126119866566345,0.000330726031180496,-0.015070022827179,-1.75358906531305,0.130382385236471,0.149569634263508,-18.1614004926941,-7.44238164890536,0.138505126390773
1.15,-19.9356692611796,-1.6028384537628,0.320567690752561,-3.98713385223591,3.22182061346979,0.797426770447182,0.0641135381505122,0.2,0,0,-20.6247251006752,-0.819175898494944,0.279274231392629,-3.60786446067994,-0.98837811350302,-0.152015475357647,0.550156147974317,0.0111339282348211,-9.94385637589591,-0.00104462079956488,0.0028161849734433,-0.13374627838997,-0.997393576853364,-0.448347144328784,0.16929993661596,-19.1438867102561,-5.06625913834021,0.285003296990593
1.2,-19.8824785239035,-2.16495906347332,0.432991812694665,-3.9764957047807,3.25005313069066,0.795299140956141,0.0865983625389329,0.2,0,0,-19.5553900137627,-3.42409357420174,0.581585351368775,-4.10639404813933,-0.99888731484872,-0.0471607064653788,-2.22336871963186,0.0145689248924744,-9.93392113853511,0.00188856420686719,-0.000148691522566831,0.566478353673856,-0.946297584319698,-0.927712059286221,0.41805154054301,-18.0237142536696,-1.95219850996383,-1.28785592763751
1.25,-19.8719951551549,-2.25916102867902,0.451832205735804,-3.97439903103097,3.25479230996657,0.794879806206194,0.0903664411471609,0.2,0,0,-18.0519466759495,-4.10403846733435,0.48483936945123,-3.85926140275721,-0.999606601249017,-0.0280471520727083,-0.227901654837799,-0.32185572692322,-9.84288984087808,0.000883718893489766,-0.00344623186516685,0.0959252000329187,-1.64502189519026,-0.193493496389777,0.361128397365803,-20.7352758200126,0.606696434348948,-0.0239767718047907
1.3,-19.8762700095496,-2.22123625656493,0.444247251312986,-3.97525400190992,3.25288406262805,0.795050800381985,0.0888494502625972,0.2,0,0,-18.1195025755282,-2.59983974638271,0.28669457229132,-4.12635213793737,-0.984080438829216,-0.177723633526036,0.206324034908276,0.0968468498859643,-9.75439550838539,0.00107988449058291,-0.00161170247839448,-0.0379886503183209,-0.905279460658864,-0.639432359174904,-0.186888666813245,-19.1100026810396,-1.19941309504846,2.08964312661915
1.35,-19.7930407539048,-2.8697626581767,0.57395253163534,-3.95860815078095,3.28557778085692,0.79172163015619,0.114790506327068,0.2,0,0,-18.3774569905306,-0.755203886231731,0.938875669054497,-3.9853892365361,-0.997861228408205,-0.0653679496364106,-2.58803684616921,0.127160665475666,-9.85545441538413,-0.00259808210812041,-0.000267803520895344,0.650971415459554,-1.53043025143384,0.275065013949883,-0.194572271810138,-21.124422075095,-0.361660222468074,-0.268437391937871
1.4,-19.8238986653581,-2.64821481485426,0.529642962970852,-3.96477973307162,3.27439339674722,0.792955946614324,0.10592859259417,0.2,0,0,-19.2601568050432,-2.83380377220346,0.486217194338587,-3.95693760262138,-0.979562599256536,-0.201139538971775,0.856335303680976,-0.0656614140466859,-9.81043008171712,0.00338702595867497,0.00201733381571568,-0.225390060473384,-1.53644011475005,0.235111199355837,0.786876878425551,-20.0166134343394,-2.68344419293343,-0.896926478391593
1.45,-19.773326297796,-3.00259339919469,0.600518679838938,-3.95466525955921,3.2922920815064,0.790933051911842,0.120103735967788,0.2,0,0,-20.0826452849541,-4.67905155278106,0.764443222952136,-3.64691046717678,-0.980474954891378,-0.196644000240919,-1.5075512064059,-0.104034939424097,-9.81823908484543,0.00290466117249616,0.00124105497624539,0.359071077654758,-0.555923937437721,0.0116531036760212,0.440205089392389,-22.2718493950009,-5.75490509871352,0.0184558721304585
1.5,-19.7196481078136,-3.33698644048859,0.667397288097719,-3.94392962156271,3.3092259820542,0.788785924312543,0.133479457619544,0.2,0,0,-19.1617221483385,-3.32714619736779,0.757980970223517,-3.93989264787189,-0.985902208105492,-0.167322550938942,-1.38282995937767,-0.053907271443422,-9.83756836177787,0.00103959422119659,0.00151670135952829,0.339929907522501,-1.23991444987479,-0.0180793737227139,0.0782583154500463,-18.4577739192501,-4.05976811632367,0.551428372440292
1.55,-19.6926258077119,-3.49291980976356,0.698583961952711,-3.93852516154238,3.31713887517859,0.787705032308477,0.139716792390542,0.2,0,0,-20.109579181921,-3.88654463870754,0.532915892727473,-3.5956772525273,-0.988597424996919,-0.150582639402624,-0.836211951634533,0.19893335993679,-9.64787545071549,0.000334451218585583,0.000773463381850517,0.158355185706807,-1.57760558169312,-0.82469996936443,1.02046633347167,-17.6468014178317,-3.22708300613208,-1.56488905426986
1.6,-19.6444773180232,-3.75426569407002,0.750853138814005,-3.92889546360464,3.33042617995824,0.785779092720929,0.150170627762801,0.2,0,0,-20.1156089966183,-3.11643134715625,0.569121971748085,-3.92835837338662,-0.972078707295897,-0.234655037921494,-1.06148863968978,0.179909160144413,-9.7466575147728,-0.00100656061482165,-0.000285770767434194,0.266291144799196,-1.39757896777835,-0.267110104075828,-0.954828885877892,-20.3945556705881,-2.75568077198493,-0.888628057395339
1.65,-19.6016088537251,-3.97201842210795,0.79440368442159,-3.92032177074502,3.34152285301982,0.784064354149005,0.158880736884318,0.2,0,0,-20.4610473142006,-3.1540455936308,0.893496206047113,-3.87161985871296,-0.972384599217438,-0.233384213700804,-0.9807191328779,-0.134146583105916,-9.68014708751499,-0.00185571203996276,-0.000705001703069705,0.222876482675944,-0.977519426647694,-1.46330778238102,-0.324130349242243,-20.9817523629283,-3.63752777117276,0.0467150432129735
1.7,-19.5901197252292,-4.02830102539343,0.805660205078686,-3.91802394504584,3.344395018481,0.783604789009168,0.161132041015737,0.2,0,0,-18.0070027181808,-6.28299434137855,0.803000427585143,-3.80310972047944,-0.976031814037545,-0.217627888806971,-0.301606626476885,-0.0272912546876405,-9.73769719646405,0.000457423619950781,-0.00198674872122549,0.0579342088768704,-0.147625870104211,-0.535339008186582,-0.376428751544395,-18.6131473043484,-6.06838180391457,1.24481474433215
1.75,-19.559287790213,-4.17543544311526,0.835087088623052,-3.91185755804261,3.35191154219484,0.782371511608522,0.16701741772461,0.2,0,0,-18.8939694933659,-5.06799025831875,0.337208349563868,-4.16285406428622,-0.997898024189419,-0.0648038063608379,-0.530269195134684,0.0159450165838582,-9.73252276164044,0.000117228075293884,-0.000587188649481364,0.151083023435481,-1.19006442171057,-0.0963293976743992,-0.045901868126061,-22.6746220963391,-4.33204714890599,-0.128524435023942
1.8,-19.4853359873074,-4.50795757097848,0.901591514195695,-3.89706719746149,3.36894405815984,0.779413439492297,0.180318302839139,0.2,0,0,-19.8302292854679,-3.97582427285282,1.25753441234395,-3.99426422127112,-0.99161668939194,-0.129214323197426,-1.23841212940209,0.129365707690828,-9.8756618194081,0.00232632214044509,-0.00122669554551448,0.341126186171137,-1.76501312683714,0.227476786445247,-0.243354910387723,-21.7477772728632,-5.2995866566913,1.17653484701067
1.85,-19.5220312177037,-4.34629694510185,0.86925938902037,-3.90440624354074,3.36065538286986,0.780881248708149,0.173851877804074,0.2,0,0,-19.737152036888,-6.42190364439111,1.15428299260141,-4.17695520696413,-0.965792301652435,-0.259316852651138,0.801656247981981,-0.201267022930368,-9.75138445175986,0.0013650490167408,-0.00180712600227421,-0.169814761779745,-0.315253902632488,-0.892544439029163,1.07225251005687,-17.606410739881,-5.57725514046956,-0.428957843592331
1.9,-19.4154217129624,-4.80014580068451,0.960029160136901,-3.88308434259248,3.38396601415141,0.776616868518495,0.19200583202738,0.2,0,0,-20.32934905691,-5.42771012100747,1.15041763585766,-3.75477534434995,-0.949270116362315,-0.314461835810767,-1.89275311072644,0.00381537975379354,-9.98395990940049,-0.000231509846845919,-0.00199145143540665,0.466878465491323,0.0775691320965473,-1.7417125046145,-0.0307572442315372,-20.6667265528621,-3.54728888612034,-0.893735954820587
1.95,-19.4150819034625,-4.80152003867989,0.960304007735979,-3.88301638069249,3.38403679551486,0.776603276138499,0.192060801547196,0.2,0,0,-19.4039254060073,-4.79215996332593,1.14943278032542,-3.9917463668204,-0.974587199061313,-0.224008462844208,-0.123045121077365,0.0676946410309777,-9.9034986292407,0.000446580320821784,-0.00130384833821569,0.00335811665026191,0.0767370177659553,-0.258346890374522,0.256834042236417,-20.0537417341002,-4.72854416508871,0.175609840418651
2,-19.3314954072756,-5.12769785756555,1.02553957151311,-3.86629908145512,3.40087286914015,0.773259816291024,0.205107914302622,0.2,0,0,-18.6272854453897,-6.14070509159472,1.20534921718112,-4.24011720966959,-0.926778085644598,-0.37560934489032,-1.21244529640823,0.018670401342851,-9.85010305272465,-0.00193668244000317,-0.00213974648831301,0.337766451664516,-0.0583158394192621,-0.24598985906092,0.156054614822968,-18.3596914161154,-4.1676567172102,1.00858046802491
2.05,-19.2164331124882,-5.54334722286688,1.10866944457338,-3.84328662249765,3.42243736164477,0.768657324499529,0.221733888914675,0.2,0,0,-19.9267274448364,-4.91938523988341,1.29393407277554,-3.57932846541047,-0.958138725764112,-0.28630435237894,-1.50232304076832,0.0335307418513214,-9.82780012528706,0.000352979681237521,-0.00071833195874681,0.434021957826842,-0.301793967083614,-0.220102116981442,0.044078436573115,-19.1226792695546,-6.84595010226567,0.466862797145799
2.1,-19.1175392461244,-5.87534621727881,1.17506924345576,-3.82350784922488,3.4397583264982,0.764701569844977,0.235013848691153,0.2,0,0,-18.7097091168287,-5.91776604073915,1.23661482626385,-3.66584336156112,-0.939177413955632,-0.34343235886505,-1.26443981823839,0.167929868416373,-9.5021045686531,5.57473744081768e-05,0.000672885679562668,0.347726433208167,-0.169544717464057,-0.106380021865005,1.09812788208342,-20.4416730968384,-7.85851239532052,-0.463154125849796
2.15,-19.0837559177654,-5.98416745012655,1.19683349002531,-3.81675118355308,3.44545556466945,0.763350236710616,0.239366698005062,0.2,0,0,-19.9235627915951,-6.13008512757423,0.804159595894275,-4.03905284461514,-0.91720557061903,-0.398414283410397,-0.320431738236041,0.0437161656385801,-9.7286269198456,-0.00140294989516443,-0.00338774675219801,0.112148240017317,-1.00639810853907,0.145838309294778,-0.21388014825014,-19.0966501205183,-4.10562211981427,0.374208411759666
2.2,-19.0760546685681,-6.00867192329559,1.20173438465912,-3.81521093371362,3.44673987239657,0.763042186742725,0.240346876931823,0.2,0,0,-20.1365205659012,-5.92235057894835,1.34656095783665,-3.89453515707976,-0.942320085717261,-0.33471309513345,-0.0141271022167122,-0.0743205823492776,-9.97756909914916,-0.00267061132282873,0.0016361714648901,0.0286459912855977,-1.31419436551371,0.193080465701975,-0.292543081265156,-19.2852286375091,-6.05070850752716,0.802885576682165
2.25,-19.0184037457447,-6.18872514851357,1.23774502970271,-3.80368074914894,3.45619278979977,0.760736149829788,0.247549005940543,0.2,0,0,-19.0668759331461,-6.62402160692649,1.24649714432479,-4.04969560042903,-0.958041109025941,-0.286630831238275,-0.829121443211363,-0.0483873955103231,-9.60438445497837,-0.0010515871848801,-0.00407925342317394,0.190259408883763,-0.530881839647538,-0.0348345706825006,0.644157661420566,-17.7391168433641,-8.39853787473596,-0.722404370740117
2.3,-18.9455907748623,-6.40816589918316,1.28163317983663,-3.78911815497245,3.4677531279344,0.757823630994491,0.256326635967326,0.2,0,0,-18.9888314740113,-8.00178678976671,1.24415822475644,-3.80328327723793,-0.954819571713267,-0.297186112517549,-1.05278850437251,-0.0642746709493542,-9.83482911399192,-0.00126250815361739,-0.00122653617816843,0.23077840425903,-0.564833195999797,0.281147125048749,0.00528523059517373,-18.4982311250445,-9.08642623102945,0.660794552744091
2.35,-18.9271704916433,-6.46236931630075,1.29247386326015,-3.78543409832867,3.47061552181835,0.757086819665734,0.25849477265203,0.2,0,0,-18.6875263074367,-6.3585851258458,1.42310392522206,-3.47188078923128,-0.921614849294012,-0.388105745333377,-0.160880856029305,0.1129142467843,-9.82331468928911,0.000642903141951901,0.00196364594914507,0.0577440563984672,-0.695489047007469,-0.47746157231095,0.209729394955105,-20.7286704569358,-3.02970145538075,1.42322288119724
2.4,-18.7350151489587,-6.99994338322014,1.39998867664403,-3.74700302979174,3.49916073525686,0.749400605958349,0.279997735328806,0.2,0,0,-18.4147617057941,-6.85692242333743,1.36512138604483,-3.581283742923,-0.987193212401253,-0.159529186636472,-2.18997392911566,0.0349548675562785,-9.71145516006907,0.000557447068459803,-0.00216186906119614,0.572745216143446,-1.47797960482912,-0.384184578042816,0.936045668017727,-18.5757459155631,-7.5640645385248,0.191831915778469
2.45,-18.8120414573909,-6.79022063009774,1.35804412601955,-3.76240829147819,3.4879896560257,0.752481658295637,0.27160882520391,0.2,0,0,-18.9802567874708,-6.70556934070416,1.51029413870701,-3.6292873805763,-0.941649532591,-0.336594946146182,0.855068930751043,0.0172733187498214,-9.84843790936578,0.00176930130586139,-0.00105207796313273,-0.224985503009115,-1.82577769316062,-1.06118593419983,0.0791072741586826,-17.6052674711437,-5.65573415185824,-0.910136264354453
2.5,-18.7024112069764,-7.0865940369943,1.41731880739886,-3.74048224139528,3.50378981943685,0.748096448279057,0.283463761479772,0.2,0,0,-19.9234649838652,-8.52797744360508,1.15425959601968,-3.79832000936637,-0.912701074618768,-0.408627884987976,-1.38721716628782,0.171108053006277,-9.85565077669335,-0.00127169274810548,0.00103641626351046,0.317650610046855,-0.421602295265139,-0.167118433266738,0.276087728369095,-22.4758540621135,-8.74061209313222,0.59728750633123
2.55,-18.618684456992,-7.30373802179168,1.46074760435834,-3.7237368913984,3.51542621599581,0.744747378279679,0.292149520871667,0.2,0,0,-18.6712476758754,-7.18301416310404,1.33668402856771,-3.96129747362282,-0.906091201641089,-0.423082420231103,-0.93689481935315,-0.134884432496225,-9.64270719881727,-0.000893638385513839,0.00194494308055458,0.232443006946595,-0.972451018366471,-0.341421865621317,0.267479429124221,-19.4649695349606,-9.0820327500968,0.0899975444795804
2.6,-18.4751911134624,-7.65945907496348,1.5318918149927,-3.69503822269248,3.53460513132194,0.739007644538496,0.306378362998539,0.2,0,0,-17.1447852292839,-8.7416031976309,1.56254103985575,-3.79452444998428,-0.957996791715731,-0.286778916697803,-1.61734713326682,0.103177338736308,-9.82093969211784,0.00125917882138616,0.000884814736894907,0.382722636301941,-1.33608809465894,0.125581186791411,0.295467854855092,-15.4876369364631,-8.03224478350074,0.105931971269957
2.65,-18.364227971876,-7.92181361791404,1.58436272358281,-3.67284559437519,3.54884803277589,0.734569118875039,0.316872544716562,0.2,0,0,-16.2978684006994,-8.41620260065536,1.63493038932734,-3.81223143447863,-0.93614662075281,-0.351609875363442,-1.02387063728128,0.029380173981709,-9.81861384855733,-0.00044316143029903,-0.00108073509769258,0.285055247477364,-0.926541662538205,-0.126328412456861,0.00468382364907771,-18.6270622282807,-6.68606808769407,0.0262988719054015
2.7,-18.2954762224213,-8.07932854851298,1.6158657097026,-3.65909524448426,3.5574413351363,0.731819048896852,0.323173141940519,0.2,0,0,-17.9234601112016,-7.38487354294421,1.54932400610409,-3.70990569579358,-0.88987757110806,-0.456199417402982,-0.74554160277619,-0.0334295132512058,-9.89658282997392,-0.000121097728200175,-0.00269277028154222,0.170132847723758,-1.11073239536829,-0.788986870075319,0.506906575231993,-17.8562944564961,-7.24244412085071,-1.61258566373404
2.75,-18.3202698498582,-8.02294912288347,1.60458982457669,-3.66405396997164,3.55436181951138,0.732810793994328,0.320917964915339,0.2,0,0,-19.6314564091068,-7.91704895027634,1.96466523473907,-3.42585344081272,-0.924367518801556,-0.38150319813162,0.314017526515731,0.19495261851786,-9.85872163237746,-0.000791732008581527,-0.00078945615913008,-0.0613183580556753,-0.219621002636163,-1.08342723240896,0.547599764363285,-15.9367828988994,-9.21832660570338,-1.98867641928445
2.8,-18.1953265485573,-8.30241481686894,1.66048296337379,-3.63906530971147,3.56966816887029,0.727813061942293,0.332096592674758,0.2,0,0,-18.6147014935269,-7.70307874865184,1.63453699358907,-3.54925399364968,-0.933811085835557,-0.357766482458346,-1.24023015707411,-0.028827752610641,-9.86405084469596,-0.000901437466290613,0.000302422238208622,0.310255064054348,-0.0355788232361846,-0.437358385155351,-0.238515329510174,-17.7814516872655,-7.76721298976044,-0.778217926535305
2.85,-18.1359695816128,-8.43128740672591,1.68625748134518,-3.62719391632256,3.57676244092134,0.725438783264512,0.337251496269036,0.2,0,0,-18.9530362747815,-8.75788925683769,1.53633698854366,-3.46669203864319,-0.96067961815204,-0.277659271891379,-0.482092617290027,0.105511888305561,-9.85348716347645,0.00316260883051541,0.00126715697709931,0.140453167715855,-0.776364859506287,-0.588524146743581,0.414337332342481,-12.6188763959554,-6.41596010583094,-0.355912102507931
2.9,-17.9298684256529,-8.86114091067144,1.77222818213429,-3.58597368513058,3.60059846833718,0.717194737026116,0.354445636426858,0.2,0,0,-16.9612066234167,-9.69160076541184,1.90784491465311,-3.51079739126051,-0.905281813639742,-0.424811532203564,-2.02829011118371,0.0157727529188968,-9.70012287725565,-0.000211662458205937,-3.47654744169029e-05,0.47536175128961,-0.567755930502704,0.206775488511806,0.657107524401461,-20.7593692441559,-7.78181261542222,0.265895699244461
